District_Name,Value
Ciutat Vella,12.113424900310129
Eixample,-9.704307836022007
Gràcia,3.960953632438528
Horta-Guinardó,1.0325530070150568
Les Corts,18.35617952686273
Nou Barris,13.877790834312565
Sant Andreu,-19.588106747897484
Sant Martí,-24.000952103885112
Sants-Montjuïc,-11.089208996714696
Sarrià-Sant Gervasi,1.6981084679343845
