District_Name,% Variation
Ciutat Vella,-7.47725646529693
Eixample,0.0
Gràcia,4.104844571770615
Horta-Guinardó,0.8658171856543249
Les Corts,1.2037426408746834
Nou Barris,-8.137042202593097
Sant Andreu,3.811723938781407
Sant Martí,-7.246044027354868
Sants-Montjuïc,-0.5051110388164798
Sarrià-Sant Gervasi,-0.4920770495774047
